Title,Company,Location,Link
Data Analytics,АО ГЛОРИЯ ДЖИНС,Москва,https://hh.ru/vacancy/42458637?from=vacancy_search_list&query=python
QA Engineer / Тестировщик ПО,Ticketland.ru,"Москва, Павелецкая",https://hh.ru/vacancy/46425243?from=vacancy_search_list&query=python
"Риск-технолог (SQL, программирование)",ПАО БАНК УРАЛСИБ,Москва,https://hh.ru/vacancy/46808734?from=vacancy_search_list&query=python
Разработчик ETL,Тинькофф,"Москва, Водный стадион",https://hh.ru/vacancy/48725812?from=vacancy_search_list&query=python
BI Analyst / BI Аналитик,AnyClass,"Москва, Белорусская",https://hh.ru/vacancy/48477583?from=vacancy_search_list&query=python
Аналитик,Independent Media,"Москва, Киевская ",https://hh.ru/vacancy/47472290?from=vacancy_search_list&query=python
FullStack developer,BSL,"Москва, Дмитровская",https://hh.ru/vacancy/48128173?from=vacancy_search_list&query=python
Senior C/C++ developer,UserGate,Москва,https://hh.ru/vacancy/47402572?from=vacancy_search_list&query=python
DevOps/Системный администратор,ООО ИИТ,"Москва, Комсомольская ",https://hh.ru/vacancy/48801006?from=vacancy_search_list&query=python
DevOps engineer,Филиал ФТМ Хьюманс Европа ЛТД,Москва,https://hh.ru/vacancy/48769659?from=vacancy_search_list&query=python
QA Engineer/Инженер по тестированию (решения видеонаблюдения/CCTV),Netris,"Москва, Кожуховская",https://hh.ru/vacancy/46060551?from=vacancy_search_list&query=python
Инженер по тестированию UI/ QA automation (JavaScript),YADRO,Москва,https://hh.ru/vacancy/47918360?from=vacancy_search_list&query=python
CI Engineer,NetworkOptix,"Москва, Бауманская ",https://hh.ru/vacancy/39890802?from=vacancy_search_list&query=python
Аналитик данных (Услуги),Авито: продажи,"Москва, Белорусская",https://hh.ru/vacancy/48790845?from=vacancy_search_list&query=python
DS Engineer,ООО ЮНИМ,Москва,https://hh.ru/vacancy/47971053?from=vacancy_search_list&query=python
QA Engineer,JuicyScore,Москва,https://hh.ru/vacancy/47989043?from=vacancy_search_list&query=python
Старший Веб-аналитик/Senior Web Analyst,Фэмели,"Москва, Бауманская ",https://hh.ru/vacancy/47979149?from=vacancy_search_list&query=python
Старший аналитик/Senior Analyst,ID Finance,Москва,https://hh.ru/vacancy/48272972?from=vacancy_search_list&query=python
QA Engineer (платёжный шлюз),WILDBERRIES,Москва,https://hh.ru/vacancy/48681326?from=vacancy_search_list&query=python
Программист,ООО Консалтинговая группа Территория,"Москва, Беговая ",https://hh.ru/vacancy/48754466?from=vacancy_search_list&query=python
Инженер по тестированию / Ozon Card,Ozon Fintech,"Москва, Деловой центр ",https://hh.ru/vacancy/47607318?from=vacancy_search_list&query=python
Разработчик PL/SQL,МодульБанк,Москва,https://hh.ru/vacancy/48724219?from=vacancy_search_list&query=python
Разработчик DWH,Неофлекс,Москва,https://hh.ru/vacancy/48695810?from=vacancy_search_list&query=python
Риск-аналитик SQL,Альфа-Банк,Москва,https://hh.ru/vacancy/48047418?from=vacancy_search_list&query=python
Middle/Senior DS,"Лента, федеральная розничная сеть, IT",Москва,https://hh.ru/vacancy/48814971?from=vacancy_search_list&query=python
Аналитик,МодульБанк,"Москва, Дмитровская",https://hh.ru/vacancy/48736534?from=vacancy_search_list&query=python
QA engineer - dbCap,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48585930?from=vacancy_search_list&query=python
QA Engineer API (Acquiring),Ситимобил,"Москва, Сокол",https://hh.ru/vacancy/48726688?from=vacancy_search_list&query=python
Программист С++,Ростелеком - Центры обработки данных,Москва,https://hh.ru/vacancy/46455089?from=vacancy_search_list&query=python
C++ Developer,ANCOR,Москва,https://hh.ru/vacancy/48029198?from=vacancy_search_list&query=python
IT Researcher,Skyeng,Москва,https://hh.ru/vacancy/47221574?from=vacancy_search_list&query=python
DevOps Engineer,"«РОСБАНК, Societe Generale Group»",Москва,https://hh.ru/vacancy/48748464?from=vacancy_search_list&query=python
Аналитик данных (VAS),Авито: аналитика,"Москва, Белорусская",https://hh.ru/vacancy/48790606?from=vacancy_search_list&query=python
QA инженер / Тестировщик,Zoon.ru,Москва,https://hh.ru/vacancy/45432651?from=vacancy_search_list&query=python
Software testing engineer,Sercomm Russia,Москва,https://hh.ru/vacancy/48742211?from=vacancy_search_list&query=python
C++ developer - Quantum,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48382985?from=vacancy_search_list&query=python
Senior Database Developer,ООО Айти-Солюшнс,"Москва, Алексеевская",https://hh.ru/vacancy/43566351?from=vacancy_search_list&query=python
Инженер машинного обучения в группе нейрокомпьютерных интерфейсов,Институт Искусственного Интеллекта,Москва,https://hh.ru/vacancy/48627059?from=vacancy_search_list&query=python
Senior Software Developer,Доценко Дарья,Москва,https://hh.ru/vacancy/48226373?from=vacancy_search_list&query=python
QA Engineer в области рекомендательных систем,Сбер. IT,Москва,https://hh.ru/vacancy/48038966?from=vacancy_search_list&query=python
Full-stack web developer,Remedy Logic,Москва,https://hh.ru/vacancy/48620074?from=vacancy_search_list&query=python
Lead Data Scientist (technical product manager),"Компания «СПОРТМАСТЕР», SM Lab","Москва, Аэропорт",https://hh.ru/vacancy/46527058?from=vacancy_search_list&query=python
ETL / Database Engineer - Client Analytics,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48100687?from=vacancy_search_list&query=python
Математик-программист (руководитель группы),"Megaputer Intelligence, Компания",Москва,https://hh.ru/vacancy/48084611?from=vacancy_search_list&query=python
Middle Developer DWH (удаленная работа),Связной. IT/Digital,"Москва, Автозаводская",https://hh.ru/vacancy/47863914?from=vacancy_search_list&query=python
Разработчик DWH,ООО Сателл ИТ,"Москва, Технопарк",https://hh.ru/vacancy/48365434?from=vacancy_search_list&query=python
DevOps (инженер),ООО ИЦ АЙ-ТЕКО,Москва,https://hh.ru/vacancy/48708392?from=vacancy_search_list&query=python
DevOps - Client Analytics,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48100751?from=vacancy_search_list&query=python
Distributed Systems Engineer,Cube Dev,Москва,https://hh.ru/vacancy/46377499?from=vacancy_search_list&query=python
Product Analyst (Ridehailing),inDriver,Москва,https://hh.ru/vacancy/48363440?from=vacancy_search_list&query=python
Product Analyst,ООО КАЗАНЬЭКСПРЕСС,Москва,https://hh.ru/vacancy/44603576?from=vacancy_search_list&query=python
DevOps Engineer,Банк ВТБ (ПАО),"Москва, Деловой центр ",https://hh.ru/vacancy/47150698?from=vacancy_search_list&query=python
Системный администратор в стартап (роботизированные решения),Fast Sense Studio,"Москва, Белорусская ",https://hh.ru/vacancy/48794081?from=vacancy_search_list&query=python
Data Analysis (DA),HUAWEI,"Москва, Крылатское",https://hh.ru/vacancy/46665473?from=vacancy_search_list&query=python
Data Quality Engineer,"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/48764095?from=vacancy_search_list&query=python
Продуктовый аналитик (team lead),ООО 24Н Софт,"Москва, Домодедовская",https://hh.ru/vacancy/48103826?from=vacancy_search_list&query=python
DevOps Engineer,МигКредит,"Москва, Молодежная",https://hh.ru/vacancy/48463805?from=vacancy_search_list&query=python
DevOps Middle инженер,ООО Группа Компаний Wallet One,Москва,https://hh.ru/vacancy/48179331?from=vacancy_search_list&query=python
Разработчик,ООО ИКСПЛАНЕТ.РУ,Москва,https://hh.ru/vacancy/46593817?from=vacancy_search_list&query=python
Инженер программист / Ведущий инженер-программист,ООО Консалтинговая компания Авиаперсонал,Москва,https://hh.ru/vacancy/48746409?from=vacancy_search_list&query=python
QA инженер (автотестирование),INPAS,Москва,https://hh.ru/vacancy/48148182?from=vacancy_search_list&query=python
Ведущий Data-аналитик,"ПАО «МТС», IT",Москва,https://hh.ru/vacancy/48719131?from=vacancy_search_list&query=python
Разработчик MS SQL,ООО IML,"Москва, Водный стадион",https://hh.ru/vacancy/48808484?from=vacancy_search_list&query=python
Fullstack разработчик (ведущий инженер-программист),ООО Специальные технологии контроля,Москва,https://hh.ru/vacancy/48496263?from=vacancy_search_list&query=python
Системный администратор Linux,VK Pay,Москва,https://hh.ru/vacancy/46028070?from=vacancy_search_list&query=python
Ведущий специалист Отдела разработки моделей (интегрированный риск-менеджмент),ПАО Промсвязьбанк,Москва,https://hh.ru/vacancy/48720871?from=vacancy_search_list&query=python
Специалист MLOps,FunBox,Москва,https://hh.ru/vacancy/47296850?from=vacancy_search_list&query=python
QA-инженер в команду интерфейсов платформы монетизации,Яндекс,Москва,https://hh.ru/vacancy/47195501?from=vacancy_search_list&query=python
DWH Engineer,Qlean,Москва,https://hh.ru/vacancy/48047689?from=vacancy_search_list&query=python
Веб-аналитик (удалённо),ПИК-БРОКЕР,"Москва, Деловой центр",https://hh.ru/vacancy/48431123?from=vacancy_search_list&query=python
DevOps инженер,Bell Integrator,Москва,https://hh.ru/vacancy/48802139?from=vacancy_search_list&query=python
QA engineer(API),ООО ГПМ РТВ,Москва,https://hh.ru/vacancy/44793004?from=vacancy_search_list&query=python
Web Analyst в Skypro,Skyeng,Москва,https://hh.ru/vacancy/48260896?from=vacancy_search_list&query=python
Senior DevOps инженер,"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/48450980?from=vacancy_search_list&query=python
Junior Golang Developer,WILDBERRIES,Москва,https://hh.ru/vacancy/47764124?from=vacancy_search_list&query=python
Ведущий программист-математик,Акционерное общество Национальный центр вертолетостроения им. М.Л. Миля и Н.И. Камова,Москва,https://hh.ru/vacancy/46165761?from=vacancy_search_list&query=python
С++ разработчик (Яндекс.Еда),Яндекс,Москва,https://hh.ru/vacancy/45786157?from=vacancy_search_list&query=python
"Системный администратор Linux / Kubernetes (Middle DevOps инженер), удалённо",ООО Диджитал Пайн,Москва,https://hh.ru/vacancy/48094229?from=vacancy_search_list&query=python
DevOps Specialist,Like Центр,"Москва, Деловой центр ",https://hh.ru/vacancy/48365447?from=vacancy_search_list&query=python
"Инженер-программист (С/С++, микроконтроллеры)","Цифровые решения, НПП","Москва, Авиамоторная",https://hh.ru/vacancy/48255563?from=vacancy_search_list&query=python
Младший разработчик ПО,ООО НЕДРАСОФТ,"Москва, Юго-Западная",https://hh.ru/vacancy/48145362?from=vacancy_search_list&query=python
BI аналитик,ООО МКД АВТО РУС,"Москва, Щелковская",https://hh.ru/vacancy/48295557?from=vacancy_search_list&query=python
Ведущий разработчик серверной части,Политехнический музей,"Москва, Китай-город ",https://hh.ru/vacancy/48802411?from=vacancy_search_list&query=python
Веб-аналитик (удалённо),ПИК-БРОКЕР,"Москва, Деловой центр",https://hh.ru/vacancy/48431123?from=vacancy_search_list&query=python
QA Engineer,Game Insight,Москва,https://hh.ru/vacancy/38597036?from=vacancy_search_list&query=python
DevOps engineer (удаленно),СБЕРКОРУС,Москва,https://hh.ru/vacancy/48013555?from=vacancy_search_list&query=python
"Риск-технолог (SQL, программирование)",ПАО БАНК УРАЛСИБ,Москва,https://hh.ru/vacancy/46808734?from=vacancy_search_list&query=python
ETL Developer,Открытые Технологии,"Москва, Серпуховская",https://hh.ru/vacancy/44114210?from=vacancy_search_list&query=python
DevOps Engineer (Kubernetes) в Evrone,evrone.ru,Москва,https://hh.ru/vacancy/48501675?from=vacancy_search_list&query=python
Senior AWS DevOps,"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/48643706?from=vacancy_search_list&query=python
Senior QA Engineer (MS-1),"Wargaming, Minsk (Game Stream)",Москва,https://hh.ru/vacancy/47061598?from=vacancy_search_list&query=python
Системный инженер / DevOps Engineer,Devexperts,Москва,https://hh.ru/vacancy/47957154?from=vacancy_search_list&query=python
DevOps-инженер в Диск,Яндекс,Москва,https://hh.ru/vacancy/47915898?from=vacancy_search_list&query=python
Senior Mobile Automation QA Engineer,Badoo,Москва,https://hh.ru/vacancy/48586387?from=vacancy_search_list&query=python
Биостатистик / Biostatistician,Parexel International,Москва,https://hh.ru/vacancy/47826698?from=vacancy_search_list&query=python
Специалист MLOps,FunBox,Москва,https://hh.ru/vacancy/47296850?from=vacancy_search_list&query=python
ML Engineer в области рекомендательных систем,Сбер. IT,Москва,https://hh.ru/vacancy/47169447?from=vacancy_search_list&query=python
"Support Data Engineer, трайб Global Trading Platform",Сбер. IT,"Москва, Тульская",https://hh.ru/vacancy/45654655?from=vacancy_search_list&query=python
Тестировщик,Компания БКС,"Москва, Проспект Мира ",https://hh.ru/vacancy/44012764?from=vacancy_search_list&query=python
Главный аналитик данных,ООО Убиратор,"Москва, Алтуфьево",https://hh.ru/vacancy/48296858?from=vacancy_search_list&query=python
Количественный аналитик,ООО РСХБ Управление Активами,"Москва, Деловой центр ",https://hh.ru/vacancy/48810144?from=vacancy_search_list&query=python
Senior Product Analyst / Продуктовый аналитик,FUNCORP,Москва,https://hh.ru/vacancy/40375714?from=vacancy_search_list&query=python
Инженер по нагрузочному тестированию (удаленная работа),"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/48789544?from=vacancy_search_list&query=python
Аналитик продукта / данных,"Компания «СПОРТМАСТЕР», SM Lab","Москва, Аэропорт",https://hh.ru/vacancy/47676704?from=vacancy_search_list&query=python
Стажёр-инженер АСУ / Automation junior engineer,ООО Интеллектуальные робот системы,"Москва, Первомайская",https://hh.ru/vacancy/45152473?from=vacancy_search_list&query=python
"PHP-разработчик (тестинги, devOps team)",Skyeng,Москва,https://hh.ru/vacancy/46865423?from=vacancy_search_list&query=python
Ведущий инженер по тестированию мобильных приложений,Netris,Москва,https://hh.ru/vacancy/46745064?from=vacancy_search_list&query=python
Аналитик данных в Недвижимость,Авито: аналитика,"Москва, Белорусская",https://hh.ru/vacancy/48790723?from=vacancy_search_list&query=python
Системный администратор / DevOps-инженер,"НАМИ, ФГУП","Москва, Лихоборы ",https://hh.ru/vacancy/46328722?from=vacancy_search_list&query=python
Junior Golang developer,Social Media Holding,"Москва, Тульская",https://hh.ru/vacancy/48183535?from=vacancy_search_list&query=python
Team Lead Go,Ассоциация IPChain,"Москва, Савеловская",https://hh.ru/vacancy/45643451?from=vacancy_search_list&query=python
DevOps инженер,ЭР-Телеком,Москва,https://hh.ru/vacancy/48761945?from=vacancy_search_list&query=python
"Старший аналитик, Data Science",М.Видео-Эльдорадо. Офис,Москва,https://hh.ru/vacancy/45482422?from=vacancy_search_list&query=python
Middle Developer C++,ABBYY,"Москва, Отрадное",https://hh.ru/vacancy/48467128?from=vacancy_search_list&query=python
Разработчик СУБД,Билайн,Москва,https://hh.ru/vacancy/48123430?from=vacancy_search_list&query=python
Middle/Senior full stack разработчик .NET,AB Test Real,Москва,https://hh.ru/vacancy/42849194?from=vacancy_search_list&query=python
Системный инженер Linux,ООО Смарт Текнолоджис,Москва,https://hh.ru/vacancy/48130627?from=vacancy_search_list&query=python
Программист С++ (Middle),"АРМО, ГК","Москва, Динамо ",https://hh.ru/vacancy/44940626?from=vacancy_search_list&query=python
PHP-программист (Back-end),ООО ПРАЙСИВА,"Москва, Беляево ",https://hh.ru/vacancy/44362855?from=vacancy_search_list&query=python
"Python Developer в SberDevices (биометрия, CV)",Сбер. IT,"Москва, Кутузовская ",https://hh.ru/vacancy/43542665?from=vacancy_search_list&query=python
Инженер DevOps (ansible),"Ренессанс Кредит, Москва",Москва,https://hh.ru/vacancy/42107779?from=vacancy_search_list&query=python
Алгоритмист,АО РТИ,Москва,https://hh.ru/vacancy/48706950?from=vacancy_search_list&query=python
Teamlead Analyst BI,SberAutoTech,Москва,https://hh.ru/vacancy/48250207?from=vacancy_search_list&query=python
Инженер DataOps,СберЗвук,Москва,https://hh.ru/vacancy/48149573?from=vacancy_search_list&query=python
Веб аналитик / Web analyst,Convergent,Москва,https://hh.ru/vacancy/47933656?from=vacancy_search_list&query=python
Teamlead Analyst BI,SberAutoTech,Москва,https://hh.ru/vacancy/48250207?from=vacancy_search_list&query=python
Системный аналитик DWH,ООО Сравни.ру,"Москва, Площадь Ильича ",https://hh.ru/vacancy/48790242?from=vacancy_search_list&query=python
"Java-разработчик (Java 8+, Spring)",АО Северсталь. Управляющая компания,Москва,https://hh.ru/vacancy/48773432?from=vacancy_search_list&query=python
Backend Developer (переход на RubyOnRails),СберМаркет,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48772978?from=vacancy_search_list&query=python
Senior QA Automation Engineer,INFOWATCH,Москва,https://hh.ru/vacancy/46860961?from=vacancy_search_list&query=python
Аналитик данных,Ozon Логистика,"Москва, Выставочная ",https://hh.ru/vacancy/47367309?from=vacancy_search_list&query=python
QA Engineer to Payments team (Crypto),Exness,Москва,https://hh.ru/vacancy/48769687?from=vacancy_search_list&query=python
Senior Security Software Developer (C++/C#),Parallels,Москва,https://hh.ru/vacancy/46940332?from=vacancy_search_list&query=python
DevOps Engineer,Сбер. IT,Москва,https://hh.ru/vacancy/47203854?from=vacancy_search_list&query=python
Middle/Senior Server Developer (World of Tanks Blitz),"Wargaming, Moscow",Москва,https://hh.ru/vacancy/48325298?from=vacancy_search_list&query=python
Системный инженер / Devops-инженер,СИГМА,Москва,https://hh.ru/vacancy/46096906?from=vacancy_search_list&query=python
Системный администратор Linux/DevOps/Инженер внедрения и сопровождения программного обеспечения,ООО ЭВРИТЕГ,Москва,https://hh.ru/vacancy/48815208?from=vacancy_search_list&query=python
Senior application developer (Linux)/ руководитель разработки прикладных решений (Linux),ООО ВедаПроект,"Москва, Бауманская ",https://hh.ru/vacancy/48441143?from=vacancy_search_list&query=python
Ведущий инженер по тестированию ПО / QA Engineer,ЗАО 1С,Москва,https://hh.ru/vacancy/44535625?from=vacancy_search_list&query=python
VOIP инженер-программист,Межрегиональный ТранзитТелеком (АО МТТ),Москва,https://hh.ru/vacancy/48526889?from=vacancy_search_list&query=python
QA engineer - GTB Liquidity Deposits,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48393015?from=vacancy_search_list&query=python
Senior back-end developer/Архитектор мобильной платформы,ООО Мирамедикс,"Москва, Менделеевская ",https://hh.ru/vacancy/48587871?from=vacancy_search_list&query=python
DevOps инженер,Playrix,Москва,https://hh.ru/vacancy/48195559?from=vacancy_search_list&query=python
Старший аналитик данных,ГК АСНА,"Москва, Ботанический сад",https://hh.ru/vacancy/43796572?from=vacancy_search_list&query=python
Manual QA Engineer (backend),Vivid Money,"Москва, Динамо",https://hh.ru/vacancy/48701619?from=vacancy_search_list&query=python
Front-end разработчик React,AB Test Real,Москва,https://hh.ru/vacancy/46315185?from=vacancy_search_list&query=python
Системный администратор Linux (DevOps инженер),NGENIX,"Москва, Аэропорт ",https://hh.ru/vacancy/47274645?from=vacancy_search_list&query=python
Программист C++,ГКУ Инфогород,Москва,https://hh.ru/vacancy/48167998?from=vacancy_search_list&query=python
Архитектор чат-ботов / программист-разработчик,Marketspace.pro,"Москва, Выставочная ",https://hh.ru/vacancy/48568811?from=vacancy_search_list&query=python
Senior Full Stack Developer,Siberian Wellness,Москва,https://hh.ru/vacancy/48734397?from=vacancy_search_list&query=python
DevOps specialist,ООО РАБЛЗ,Москва,https://hh.ru/vacancy/48724776?from=vacancy_search_list&query=python
Преподаватель курсов программирования детям (удалённо),Школа программирования Kodland,Москва,https://hh.ru/vacancy/48480218?from=vacancy_search_list&query=python
"Senior System Software Engineer, Cloud Networking",NVIDIA,"Москва, Марьина Роща ",https://hh.ru/vacancy/48347960?from=vacancy_search_list&query=python
QA Automation engineer (C#) / Тестировщик,Bell Integrator,Москва,https://hh.ru/vacancy/48768072?from=vacancy_search_list&query=python
"Senior Programmer, Game (C++)/Ведущий программист C++",Playrix,Москва,https://hh.ru/vacancy/48077146?from=vacancy_search_list&query=python
ETL-разработчик (Отчетность РБ),"Иннотех, Группа компаний","Москва, Деловой центр",https://hh.ru/vacancy/44848063?from=vacancy_search_list&query=python
Старший тестировщик ПО,ООО Раппорто,"Москва, Автозаводская",https://hh.ru/vacancy/47173221?from=vacancy_search_list&query=python
Системный инженер Linux,ООО Смарт Текнолоджис,Москва,https://hh.ru/vacancy/48130627?from=vacancy_search_list&query=python
Middle DevOps (телекоммуникационная компания),"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/48447945?from=vacancy_search_list&query=python
Аналитик BI,ivi,"Москва, Дмитровская",https://hh.ru/vacancy/45653635?from=vacancy_search_list&query=python
Front-end developer (remote / office),Group-IB,Москва,https://hh.ru/vacancy/48294236?from=vacancy_search_list&query=python
Data Architect,СберЗвук,"Москва, Кутузовская ",https://hh.ru/vacancy/48412135?from=vacancy_search_list&query=python
Linux/Devops инженер,Никс,"Москва, Алексеевская",https://hh.ru/vacancy/48380025?from=vacancy_search_list&query=python
DevOps-инженер,SberTech,Москва,https://hh.ru/vacancy/48491539?from=vacancy_search_list&query=python
FullStack разработчик,ООО Синема стар,Москва,https://hh.ru/vacancy/46536932?from=vacancy_search_list&query=python
Team Lead Go,Ассоциация IPChain,"Москва, Савеловская",https://hh.ru/vacancy/45643451?from=vacancy_search_list&query=python
Java ETL Developer,ООО Диплей,Москва,https://hh.ru/vacancy/47973716?from=vacancy_search_list&query=python
Тестировщик ПО в трейдинговое подразделение банка,Металлинвестбанк,"Москва, Добрынинская ",https://hh.ru/vacancy/42805224?from=vacancy_search_list&query=python
DevOps engineer (Киберметодология),Сбер. IT,Москва,https://hh.ru/vacancy/48701377?from=vacancy_search_list&query=python
Исследователь программного обеспечения,АО Информтехника,Москва,https://hh.ru/vacancy/46574326?from=vacancy_search_list&query=python
Аналитик данных (Core),Авито: аналитика,"Москва, Белорусская",https://hh.ru/vacancy/48711721?from=vacancy_search_list&query=python
Инженер-разработчик,ООО Парус электро,"Москва, Царицыно",https://hh.ru/vacancy/48231139?from=vacancy_search_list&query=python
DevOps инженер,"Hi, Rockits!",Москва,https://hh.ru/vacancy/48723309?from=vacancy_search_list&query=python
DevOps Engineer (Platform Team),"Wargaming, Minsk (Game Stream)",Москва,https://hh.ru/vacancy/47864381?from=vacancy_search_list&query=python
PHP Backend Developer,ADAPTER,Москва,https://hh.ru/vacancy/48287051?from=vacancy_search_list&query=python
AI Engineer,"Wargaming, Moscow",Москва,https://hh.ru/vacancy/46536831?from=vacancy_search_list&query=python
Программист С#,АО Синтелс,"Москва, Озёрная ",https://hh.ru/vacancy/48748582?from=vacancy_search_list&query=python
Ведущий системный инженер Linux (BigData),ООО UMA.Tech,Москва,https://hh.ru/vacancy/47973440?from=vacancy_search_list&query=python
Разработчик BI,Яндекс,Москва,https://hh.ru/vacancy/47947965?from=vacancy_search_list&query=python
Аналитик данных,ООО Благо Кредит,Москва,https://hh.ru/vacancy/46948494?from=vacancy_search_list&query=python
Эконометрист- аналитик,WОRKKI,Москва,https://hh.ru/vacancy/47185581?from=vacancy_search_list&query=python
Инженер DevOps (ansible),"Ренессанс Кредит, Москва",Москва,https://hh.ru/vacancy/42107779?from=vacancy_search_list&query=python
Системный администратор (Junior),amoCRM,"Москва, Таганская",https://hh.ru/vacancy/48816363?from=vacancy_search_list&query=python
Senior Quantitative Researcher,WorldQuant,Москва,https://hh.ru/vacancy/46406039?from=vacancy_search_list&query=python
Product Analyst,inDriver,Москва,https://hh.ru/vacancy/48806851?from=vacancy_search_list&query=python
Аналитик продукта / данных,"Компания «СПОРТМАСТЕР», SM Lab","Москва, Аэропорт",https://hh.ru/vacancy/47676704?from=vacancy_search_list&query=python
Аналитик/программист со знанием DAX (департамент торговли),"Красное & Белое, розничная сеть",Москва,https://hh.ru/vacancy/45207240?from=vacancy_search_list&query=python
Разработчик Golang,ООО Инновационный центр КАМАЗ,Москва,https://hh.ru/vacancy/47292935?from=vacancy_search_list&query=python
QA Specialist,Wargaming St. Petersburg (Lesta Studio),Москва,https://hh.ru/vacancy/43997643?from=vacancy_search_list&query=python
Разработчик DL в группу нейросетевых технологий поиска,Яндекс,"Москва, Парк культуры",https://hh.ru/vacancy/48707733?from=vacancy_search_list&query=python
Senior Functional Analyst - Kannon,Deutsche Bank Technology Center,"Москва, Новокузнецкая ",https://hh.ru/vacancy/48773096?from=vacancy_search_list&query=python
Ведущий тестировщик,Компания БКС,"Москва, Проспект Мира ",https://hh.ru/vacancy/44012768?from=vacancy_search_list&query=python
Специалист по проведению тестов на проникновение/анализу защищенности,Group-IB,"Москва, Авиамоторная",https://hh.ru/vacancy/48306671?from=vacancy_search_list&query=python
Junior Golang developer,Social Media Holding,"Москва, Тульская",https://hh.ru/vacancy/48183535?from=vacancy_search_list&query=python
Специалист по тестированию,ECOMMPAY IT,"Москва, Выставочная ",https://hh.ru/vacancy/47620628?from=vacancy_search_list&query=python
Разработчик веб-интерфейсов (Low-code платформа для IoT/IT/автоматизации),Tibbo,Москва,https://hh.ru/vacancy/48767850?from=vacancy_search_list&query=python
Системный администратор Linux,inDriver,"Москва, Белорусская",https://hh.ru/vacancy/48336107?from=vacancy_search_list&query=python
Продуктовый аналитик,YCLIENTS LLC,"Москва, Достоевская ",https://hh.ru/vacancy/46380910?from=vacancy_search_list&query=python
QA Engineer (MTS Cloud),ПАО «МТС»,"Москва, Технопарк",https://hh.ru/vacancy/47967692?from=vacancy_search_list&query=python
Middle QA Engineer (automation),ООО UMA.Tech,Москва,https://hh.ru/vacancy/48056774?from=vacancy_search_list&query=python
Разработчик БД,ANCOR,Москва,https://hh.ru/vacancy/46428426?from=vacancy_search_list&query=python
DevOps инженер,PARMA technologies group,Москва,https://hh.ru/vacancy/48721974?from=vacancy_search_list&query=python
Аналитик данных (Клиентская аналитика),Ozon Информационные технологии,"Москва, Деловой центр ",https://hh.ru/vacancy/45872346?from=vacancy_search_list&query=python
IT Recruiter / IT Рекрутер (удаленно),ООО Триумф-Маркетинг,Москва,https://hh.ru/vacancy/48097050?from=vacancy_search_list&query=python
Senior / Middle DevOps Engineer,Align Technology,Москва,https://hh.ru/vacancy/42013745?from=vacancy_search_list&query=python
Разработчик RPA,ООО Транснефть-Технологии,"Москва, Зорге ",https://hh.ru/vacancy/43435059?from=vacancy_search_list&query=python
Go - Tech lead в команду Товары,2ГИС,Москва,https://hh.ru/vacancy/47965730?from=vacancy_search_list&query=python
Аналитик-исследователь,Дейта Инсайт,"Москва, Бауманская",https://hh.ru/vacancy/48758419?from=vacancy_search_list&query=python
Senior DevOps Engineer (Infrastructure),Леруа Мерлен. Центральный офис,Москва,https://hh.ru/vacancy/48818144?from=vacancy_search_list&query=python
Mobile QA Automation Engineer (Ситидрайв),Ситимобил,"Москва, Сокол",https://hh.ru/vacancy/48785212?from=vacancy_search_list&query=python
Разработчик C в отдел CPE,АО НПК РоТеК,"Москва, Достоевская ",https://hh.ru/vacancy/48712028?from=vacancy_search_list&query=python
Портфельный риск-менеджер,Альфа-Банк,Москва,https://hh.ru/vacancy/48789969?from=vacancy_search_list&query=python
QA automation engineer (Авито Авто),Авито: разработка,"Москва, Белорусская",https://hh.ru/vacancy/47006040?from=vacancy_search_list&query=python
Manual QA engineer,Сбер. IT,Москва,https://hh.ru/vacancy/48701355?from=vacancy_search_list&query=python
Инженер-программист системного ПО в среде Linux,ПРОСОФТ,"Москва, Беляево",https://hh.ru/vacancy/48694902?from=vacancy_search_list&query=python
Инженер ручного тестирования / QA manual,YADRO,Москва,https://hh.ru/vacancy/48708512?from=vacancy_search_list&query=python
С-разработчик (команда Tarantool Ecosystem),"VK, Решения для бизнеса",Москва,https://hh.ru/vacancy/48814996?from=vacancy_search_list&query=python
Эксперт в области обработки естественного языка,"ГРЧЦ, ФГУП","Москва, Павелецкая",https://hh.ru/vacancy/48373849?from=vacancy_search_list&query=python
Разработчик встраиваемых систем (CPE),АО НПК РоТеК,"Москва, Достоевская ",https://hh.ru/vacancy/48744845?from=vacancy_search_list&query=python
Эксперт по анализу безопасности исходного кода,Angara Technologies Group,"Москва, Парк Победы",https://hh.ru/vacancy/48689748?from=vacancy_search_list&query=python
